id,location,city,state,latitude,longitude,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29
0,United States,United States,USA,,,120155.72,120360.69,120615.01,121161.19,121789.87,122463.65,123176.09,123946.29,124748.45,125555.03,126358.98,127163.36,127904.07,128554.93,129178.35,129847.11,130570.95,131316.74,132085.07,132888.2,133697.83,134503.6,135253.9,135956.72,136579.08,137173.79,137779.3,138435.12,139159.82,139946.61,140810.29,141732.86,142666.79,143600.84,144489.89,145354.31,146135.25,146880.54,147622.65,148430.89,149323.47,150255.34,151238.82,152288.5,153401.34,154526.59,155568.35,156546.12,157476.39,158472.15,159571.67,160799.2,162180.44,163682.06,165303.72,166947.56,168569.24,170121.86,171581.84,173018.78,174409.74,175823.29,177275.89,178908.33,180641.53,182461.85,184294.47,186147.99,187969.82,189697.77,191281.81,192715.68,193942.74,195084.01,196232.21,197462.99,198678.99,199758.39,200616.97,201291.12,201749.38,202090.51,202284.85,202417.16,202487.35,202558.86,202622.95,202692.9,202653.61,202452.07,202032.85,201527.93,200915.05,200251.14,199444.92,198586.88,197593.2,196497.36,195262.96,193930.72,192538.27,191066.34,189490.86,187734.77,185955.49,184219.52,182517.3,180827.27,179173.72,177764.17,176473.43,175260.01,174032.81,172876.23,171831.26,170866.06,169979.09,169252.82,168846.46,168667.29,168613.71,168554.62,168565.37,168681.68,168761.69,168649.75,168155.89,167409.35,166472.53,165500.1,164509.56,163581.18,162718.73,161915.81,161154.93,160359.92,159531.45,158719.4,158041.6,157474.15,156991.22,156510.93,156096.94,155735.73,155515.89,155508.8,155731.9,156103.24,156541.74,157051.37,157599.6,158067.74,158606.44,159192.4,159889.87,160614.94,161434.75,162315.58,163238.17,164246.19,165429,166745.45,167939.85,169104.39,170148.63,171310.5,172251.21,173124.23,173886.73,174700.75,175514.28,176326.16,177262.1,178097.85,178922.77,179555.94,180150.89,180539.8,181046.75,181669.27,182447.21,183232.56,184033.73,184914.18,185882.94,186821.09,187789.16,188802.2,189922.58,191092.06,192136.3,193170.84,194291.64,195411.84,196235.71,196983.3,197740.45,198664.28,199377.22,200052.55,200796.56,201720.97,202732.59,203803.02,204873.64,205983.88,207124.9,208377.07,209511.57,210573.27,211468.7,212372.95,213322.46,214406.36,215587.8,216820.61,218048.13,219231.41,220596.37,221833.84,223036.32,223919.41,225025.8,226084.65,227141.72,227861.71,228589.94,229374.82,230341.72,231481.22,232710.53,233818.05,234654.36,235389.62,236068.22,236805.42,237452.36,238337.92,239523.12,240903.53,242391.35,243847.76,245376.92,246713.23,247480.33,247933.73,248672.04,250373.5,253246.28,256718.85,260621.92,264410.89,268073.07,271829.05,275738.27,279984.59,284656.41,289667.89,294121.94,297225.27,299042.13,300831.32,303337,306473.28,310878.87,316192.26,322443.19,328638.32,334146.75,338729.42,341129.69,341484.46,340216.84,338980.09,337931.8,336979.54,335796.31,334987.79,335029.2,336073.81,337756.99,339713.19,341456.76,343039.96,344209.76,345084.4,345718.29,346181.86,346625.31,347441.85
1,"New York, NY",New York,NY,40.7127753,-74.0059728,214310.24,215216.05,216126.97,217969.33,219867.48,221999.28,224340.41,226843.87,229379.34,231893.87,234316.52,236594.28,238756.6,240972.04,243118.09,245290.69,247431.65,249772.96,252175.72,254762.62,257412.05,260257.9,262993.74,265620.18,268217.01,270732.52,273142.97,275449.91,277842.43,280567.56,283596.71,287238.92,291182.35,295204.58,298946.61,302627.36,306294.89,309945.33,313710.63,317289.11,320893.09,324446.04,328152.28,331863.93,335368.79,338664.34,341742.98,344685.99,347833.91,350974.66,354221.99,357370.87,360963.55,364962.7,369422.31,374038.67,378758.71,383484.21,388009.21,392209.88,396138.74,399957.87,403815.26,408245.09,413058.72,417977.31,422630.75,427225.5,431857.04,436542.94,440840.12,444962.56,448634.34,452308.14,455497.9,458388.3,460858.28,463126.43,464793.32,465671.28,465681.39,464885.31,463534.37,461828.32,460189.17,458926.38,458631.27,458377.58,458144.96,457029.27,455463.36,453765.74,451863.09,450433.21,448976.7,447585.45,446275.56,444862.71,443079.79,441054.25,438213.98,435306.3,432115.64,429136.57,426056.34,422729.84,419253.49,415969.21,412573.69,409264.7,406000.13,402920.04,400279.27,397717.41,395292.98,392744.28,390643.97,389008,387959.51,387349.25,387149.84,387320.41,387302.28,387296.08,387103.06,387400.46,387709.35,387836.5,387318.83,386098,384475.83,382554.4,381074.32,379867.33,379046.74,377963.08,376799.78,375259.01,373675.08,371947.14,370227.56,368494.15,366675.92,365005.11,363481.83,362519.57,362397.14,362888.73,363675.99,364083.52,364266.74,364093.75,364205.79,364196.62,364293.15,364266.21,364812.15,365622.05,366521.83,367427.75,368583.57,370117.44,371731.75,373585.12,375427.82,377271.3,378530.86,379453.1,380558.57,382219.06,384550.53,387181.55,389726.52,391431.89,392249.13,392632.18,393353.66,394243.91,395350.73,396055.55,396571.68,396854.93,397363.17,397990.65,399149.04,400319.46,401637.18,403324.88,405774.83,408609.19,411132.95,413263.93,414926.64,416235.34,416918.52,417814,418964.8,420473.81,421623.77,422174.92,422504.85,423275.33,424780.28,427170.97,429511.49,431750.16,433797.42,436339.82,438817.82,440963.08,442576.81,444111.63,445750.92,447427.1,448971.21,450425.67,451745.38,452858.91,454364.22,456123.86,458657.21,460972.21,463571.32,465659.53,467221.05,468093.63,469087.54,470205.98,471875.34,474038.74,476757.33,479538.87,481491.91,483119.92,484099.96,484906.25,485030.29,485524.42,486671.37,488428.45,490937.72,493624.12,496790.62,499751.01,501955.9,502461.12,501796.37,501674.07,503956.41,508205.39,514108.72,521079.54,527860.46,534888.3,541309.89,547880.58,554157.48,560026.24,564743.82,567653.86,569411,571613.75,575105.75,579128.95,583696.28,588748.95,595324.35,602258.52,609391.84,616050.75,620422.83,621647.8,619644.77,617413.66,615701.85,614846.18,614826.49,614359.85,615488.73,618242.41,622786.75,627226.77,630957.56,634423.99,637376.93,640144.09,642949.77,646198.47,649339.47,653616.74
2,"Los Angeles, CA",Los Angeles,CA,34.0549076,-118.242643,235063.29,235960.38,237128.19,239455.6,241981.45,244489.86,247055.46,249613.17,252013.98,254151.88,256110.05,258066.5,259458.72,260971.32,262691.63,265266.91,267951.87,270504.55,273072.36,275615.82,278165.08,280634.9,282858.37,285084.68,286823.02,288857.88,291390.76,294866.24,298879.11,303114.51,308173.68,313517.98,318939.78,323902.58,328720.45,333433.99,337389.03,341080.61,345062.04,349726.94,355303.9,360277.83,366038.26,372112.26,379037.95,385257.94,391158.2,396919.24,403208.59,410359.52,418623.7,428351.71,439917.87,451919.15,463122.91,472722.72,481763.59,490460.21,496999.38,503013.22,508202.53,514684.81,521850.88,529596.49,537140.99,544267.32,552221.49,560899.23,569975.04,579214.65,586414.2,593224.64,599012.29,604406.99,609291.39,613646.71,618390.62,622355.69,624197.26,625760.67,625077.98,625090.67,624274.59,624000.86,623979.07,623658.21,622685.1,620836.58,617545.6,614022.9,608513.25,602253.97,594769.02,587343.1,581207.12,574412.4,567829.6,559048.63,549051.45,536222.4,522255.98,508700.8,496150.84,485055.74,476542.76,468825.92,460895.09,451115.82,442848.16,437449.16,433666.45,430434.53,427289.85,423763.03,420924.93,418907.75,418430.57,418853.3,421189.14,425306.06,427873.77,428287.32,428602.65,430835.74,434011.17,434412.11,432687.6,429014.77,425154.53,421242.51,417578.89,415610.74,414537.6,414479.66,413236.6,411628.41,407646.9,405521.27,404021.55,402272.04,398777.98,394976.82,393593.14,393429.75,392972.22,391352.7,388740.96,386404.18,385367.88,385828.12,387934.52,392393.23,398684.68,406033.32,413590.06,421003.88,426683.77,430189.39,432017.73,434976.13,440331.46,447564.42,455614.27,463997.89,472957.55,481940.06,489548.38,495668.83,498832.4,500144.4,500500.64,502137.71,504385.49,506446.06,508362.61,511075.62,515815.91,521369.29,527392.24,532635.14,536389.29,538425.19,538962,539142.17,539735.98,540991.13,541634.21,540110.41,536519.59,532225.26,527800.94,523807.87,526607.71,536325.15,549676.21,559574.53,565532.7,570281.87,570793.64,566992.98,559888.21,554791,553532.45,555386.18,563799.23,576236.62,590692.65,600960.41,607920.63,613084.12,614213.87,614098.42,613852.67,617530.24,622014.82,627468.92,634449.15,642673.18,650204.52,655770.98,660309.89,663783.18,667329.87,672951.03,680544.47,688838.91,694653.41,697653.78,694969.18,688176.21,680077.45,675035.55,672640.31,671579.68,672670.21,676794.32,683457.94,690599.02,697086.64,702857.38,706272.72,708035.66,709193.74,710469.84,709560.83,706434.69,706116.45,711643.12,723585.87,737861.47,753621.4,768582.8,778670.91,785092.63,788871.64,796674.15,807495.47,820709.11,833362.04,842719.26,849637.06,856331.43,864975.07,875536.95,888793.39,904829.25,923039.07,939324.21,952012.48,959032.34,960959.61,957444.47,951103.47,945135.9,940856.59,937428.67,928569.26,917007.78,906680.85,904340.95,908708.53,917438.05,929877.76,944793.17,959702.15,972094.42,981381.78,987298.3,987379.79,984120.35
3,"Chicago, IL",Chicago,IL,41.8781136,-87.6297982,153867.25,154016.64,154291.74,154976.05,155793.83,156712.83,157693.13,159051.63,160639.16,162469.79,163857.16,164994.15,165805.94,166619.2,167471.4,168382.37,169480.53,170627.44,171744.55,173098.38,174610.95,176407.98,177735.96,178756.68,179405.14,180206.03,181150.87,182058.93,183040.74,184043.28,185258.25,186776.5,188422.25,190186.66,191380.4,192443.24,193276.29,194343.09,195366.11,196534.83,197630.13,198685.33,199643.5,200968.61,202580.06,204367.39,205753.95,206855.46,207869.68,208959.9,210061.43,211311.69,212709.94,214367.5,215958.32,217749.72,219489.78,221398.63,223019.28,224616.23,225972.1,227509.03,229055.77,230770.18,232534.15,234363.21,236094.74,237935.28,239957.98,242169.7,243918.69,245414.71,246656.2,248026.85,249445.68,250741.6,252073.62,253012.65,253732.94,254236.64,254633.21,254934.1,255198.15,255574.93,256161.65,256784.46,257293.59,257488.74,257411.89,257111.84,256629.4,256052.41,255178.8,254221.42,253263.57,252190.93,251080.1,248919.25,247953.08,246083.33,245431.04,243210.76,241800.53,239143.55,236912.17,233845.9,230957.18,227546.07,223734.64,220706.09,217747.89,216026.09,213957.74,212369.57,210704.79,209181.73,207066.21,205049.02,203077.31,202092.28,201126.84,200735.81,199722.4,199883.2,199465.78,199892.26,198404.05,197117.51,195009.01,193330.26,190959.12,188662.92,186567.91,184919.95,183789.74,182478.69,181635.1,180453.94,179845.19,178831.17,177847.1,176012.37,174572.33,172698.93,171500.55,170235.5,169547.18,168936.24,168400.6,168251.88,168363.16,168454.55,168496.51,168373.35,168118.71,168037.6,168405.9,169496.54,170676.64,172203.92,173501.88,175118.06,176519.82,178153.42,179666.38,181464.87,183195.02,184922.63,186277.02,187585.18,188766.47,189891.27,191085.96,192085.44,193049.67,193713.72,194260.7,194689.48,195171,195670.37,196115.26,196358.24,196817.42,197316.95,198193.63,198926.93,199737.84,200454.83,201311.88,202452.78,203618.66,204824.87,205989.22,207172.6,207913.15,208577.63,209132.66,209846.87,210285.45,210734.55,211229.27,212054.55,212969.55,214158.56,215430.67,216855.48,218488.23,219900.23,221037.89,221481,221698.81,221853.41,222509.53,223459.77,224647.3,225925.74,227368.5,228752.54,230284.59,231452.46,232395.63,232566.2,232641.15,232555.53,232605.88,232766.78,233112.33,233753.1,234668.72,235926.53,237183.88,238241.76,238771.23,239051.32,238906.12,238714.71,238290.01,238184.33,238391.9,238992.52,240147.38,241522.02,242985.16,243886.08,244016.27,243602.85,243206.62,243610.99,245308.13,247949.85,251229.4,254523.62,257767.05,261268.59,264914.53,268514.73,271909.24,275173.47,277804.77,279326.56,279649.28,279882.7,280663.79,282246.06,285054.55,289154.34,294287.35,299216.22,302738.25,305157.17,305837.1,305221.73,303408.02,301942.39,301078.65,300688.63,300182.77,300276.12,301150.4,303000.3,305235.61,307848.37,310451.64,312880.47,314604.29,315886.35,316799.31,317542.15,318357.23,319938.84
4,"Dallas, TX",Dallas,TX,32.7766642,-96.7969879,127001.41,127057.58,127126.89,127302.66,127529.02,127758.32,127994.11,128346.59,128785.57,129274.51,129735.91,130172.46,130395.46,130205.84,129925.95,129766.78,129872,129973.87,130077.2,130333.61,130578.52,130783.27,130855.05,130946.5,131032.25,131227.99,131524.37,132000.26,132503.4,133144.73,133779.18,134430.32,134953.84,135385.01,135758.14,136088.93,136333.09,136467,136602.72,136787.29,136987.9,137209.43,137344.58,137518.95,137701.41,137930.94,138116.17,138151.78,138604.24,139677.54,,143394.13,144687.86,145375.31,145740.02,146161.87,146568.87,146973.53,147270.59,147488.88,147987.38,148313.5,148578.37,148722.94,149043.94,149467.38,149785.07,150114.41,150456.51,150579.85,150700.55,150654.49,150620.14,150726.56,150905.02,151354.33,151927.25,152555.1,152997.89,153243.78,153503,154114.13,154640.18,155165.5,155076.28,154726.75,154248.92,154217.91,154503.04,154891.3,155274.69,155687.73,156229.71,156640.39,156909.01,157108.93,156527.46,155511.92,154122.9,153284.82,152727.11,152373.18,152177.21,151744.68,151026.6,150063.72,149219.89,148601.7,148151.13,148049.66,148101.78,148290.21,148449.12,148464.75,148512.72,148383.56,148339.16,148271.21,148611.22,148987.72,149093.71,148959.93,148745.92,148894.64,149015.42,149099.61,148759.62,148116.52,147234.36,146377.12,145506.2,144906.23,144457.4,143985.1,143487.67,142830.45,142351.64,141824.08,141631.5,141492.57,141515.5,141447.07,141325,141030.49,140763.57,140939.62,141418.24,142052.77,142619.56,143320.48,144124.13,144819.63,145522.19,146310.96,147190.07,147947.61,148748.62,149645.52,150577.49,151384.3,152296.48,153478.16,154714.92,155819.81,156780.83,157868.15,158974.22,160098.19,161237.54,162390.76,163480.2,164351.86,165255.35,166244.82,167465.12,168586.47,169648.77,170513.06,171646.34,172851.98,174301.6,175820.54,177325.92,178712.76,180164.87,181760.37,183591.12,185429.04,187349.55,189259.13,191143.23,193008.93,194982.58,197021.29,198799.41,200613.73,202345.07,204193.05,205774.71,207247.02,208856.41,210581.62,212525.01,214385.47,216270.74,218061.48,219978.26,222061.67,224025.75,225822.73,227190.24,228489.62,229842.83,231381.07,233069.4,234902.46,236786.24,238598.24,240424.92,242056.8,243593.49,244646.38,245725.55,246533.39,247261.37,247685.47,248156.03,248841.91,249738.55,250717.66,251565.12,252035.7,252226.14,252281.61,252370.08,252605.63,252983.16,253669.94,254638.04,255833.48,257343.88,258877.04,260339.87,261115.68,261113.79,260909.33,261275.39,262701.16,265171.31,268256.54,271862.89,275508.19,279365.96,283454.53,288011.74,293051.71,298859.42,304940.6,310456.06,314735.93,318081.99,321633.31,326005.07,331024.48,337992.7,346358.86,355855.2,365238.91,373730.71,381003.97,384980.83,385613.64,383878.01,381786.69,379856.21,377866.43,375309.84,373039.6,371499.81,370961.83,371263.55,372097.79,373079.99,373992.73,374383.42,374472.14,374323.28,374002.84,374031.32,374518.03
5,"Houston, TX",Houston,TX,29.7604267,-95.3698028,122713.87,122734.12,122645.5,122699.94,122749.19,122940.64,123111.02,123390.42,123757.23,124074.15,124556.69,125053.88,125289.33,125231.43,124806.31,124550.3,124475.01,124604.21,124782.5,124790.12,124894.65,125055.46,125286.68,125446.36,125517.17,125596.44,125923.05,126461.11,127067.24,127614.67,128148.07,128784.11,129372.08,129869.44,130229.79,130523.87,130805.33,131031.54,131304.92,131569.83,131853.14,132100.28,132353.57,132626.33,132849.5,133082.18,133286.9,133526.95,133856.88,134610.9,135946.73,137233.49,138516.81,139195.94,140110.08,140797.63,141639.65,142391.15,143121.78,143906.84,144581.76,145195.21,145656.29,146068.81,146307.55,146550.2,146699.38,146780.26,146780.4,146738.94,146875.06,146990.68,147104.04,147049.72,147111.5,147331.31,147847.71,148360.62,148917.02,149470.66,150106.35,150839.13,151515.83,152242.59,152701.53,152822.3,152665.69,152734.19,153087.41,153673.54,154121.95,154600,154978.95,155350.68,155621.44,155915.68,155696.86,155295.78,154762.82,154561.91,154315.22,154014.56,153726.6,153226.38,152545.79,151845.92,151039.84,150182.63,149292.15,148943.13,148844.93,148953.37,149125.04,149487.68,149977,150239.74,150202.64,149900.14,149829.26,149975.38,150063.19,150170.73,150428.42,150877.24,151237.23,151204.44,150626.4,149574.46,148530.57,147690.07,147119.74,146624.65,146119.87,145536.19,144748.99,144033.8,143437.31,143040.89,142832.07,142752.5,142633.26,142423.11,141782.33,141214.08,140945.75,141142.21,141358.52,141434.47,141425.56,141611.41,141959.62,142425.75,142831.2,143158.74,143524.24,143839.4,144241,144797.77,145672.78,146668.07,147850.64,149220.91,150669.91,152143.96,153422.65,154835.29,156160.31,157522.65,158830.62,160239.64,161738.17,163163.28,164610.52,165968.1,167531.01,169089.1,170634.62,171972.67,173484.59,175085.84,176887.75,178566.52,180222.33,181704.04,183118.99,184458.45,185769.62,187060,188206.51,189264.62,190192.69,191179.37,192310.86,193399.5,194128.33,194720.23,195292.55,195999.42,196469.97,196826.35,197317.56,197959.75,198795.38,199552.94,200185.84,200588.08,201127.24,201889.22,202591.97,203195.27,203521.77,203932.65,204341.3,204972.41,205701.03,206499.88,207217.94,207765.59,208498.85,209294.71,210294.64,211137.55,212078.74,212869.71,213658.03,214310.51,215030.12,215795.28,216594.59,217429.58,218233.99,218840.07,219295.51,219610.62,219931.16,220302.78,220780.34,221419.15,222289.03,223222.93,224183.99,225024.28,225829.46,226326.04,226319.24,226279.61,226686.83,227862.62,229642.29,231821.26,234468.95,237137.44,239919.83,242732.7,245843.29,249206.79,253103.3,257377.17,261336.29,264420.41,266744.73,269302.73,272509.14,276113.35,280716.1,285920.17,291994.22,297836.8,303190.29,307758.05,310829.56,312143.48,312030.4,311467.17,310797.12,309573.82,307759.86,306048.21,304865.32,304389.02,304520.03,305318.06,306247.21,307129.57,307490.88,307521.35,307245.45,306847.88,306854.68,307249.2
6,"Washington, DC",Washington,VA,38.9071923,-77.0368707,188488.88,188657.72,188947.77,189609.88,190602.16,191805.92,193296.46,194971.24,196684.31,198409.81,200099.4,201951.74,203610.49,205073.61,206562.66,208427.36,210641.81,212996.49,215415.95,217900.35,220331.86,222643.61,224917.55,227160.76,229168.2,231010.92,232932.4,235273.57,238028.7,241094.45,244444.93,247978.4,251405.72,254561.06,257348.97,260000.09,262310.61,264791.49,267436.47,270480.48,273634.65,276973.85,280480.21,283986.9,287523.71,291061.29,294449.97,297595.93,300439.53,303653.81,307320.67,311880.34,317290.4,323568.87,330783.73,338173.76,345561.63,351788.36,357128.66,362201.26,367703.86,373227.34,378954.25,385609.24,393525.44,401712.41,409548.5,416545.34,423212.35,429226.89,434234.06,438667.8,442423.99,446129.62,449853.36,453252.86,456034.02,457590.07,458391.39,458314.56,456701.5,453986.32,451446.99,449659.47,448192.94,446753.98,445395.93,444566.62,443404.31,441142.46,437985.77,434415.82,431221.3,427637.19,423804.1,419404.91,415059.85,410450.02,405224.04,399506.08,393062.02,386844.3,380555.95,374575.9,368434.76,362758.1,357767.7,353554.37,349248.38,345028.3,341033.59,337628.28,335355.45,333757.52,332468.39,330945.89,329185.12,327930.61,327600.7,328430.9,329969.09,331087.98,332343.71,333687.1,335367.71,336056.27,335640.13,334363.27,333102.07,331973.73,330695.12,329579.95,328923.37,329241.21,329621.23,329905.42,329458.1,329127.52,328339.2,327507.84,326228.84,325141.47,324860.71,324949.89,325260.29,325888.27,327073.06,329027.01,330859.68,332994.05,334848.33,336977.07,339413.88,342136.13,344866.82,346972.41,348897,350882.39,352851.28,354949.92,357143.73,359872.86,362440.83,364923.4,367336.11,369969.13,372495.79,374692.41,376418.48,377971.35,379482.56,381234.61,382629.65,383600.77,383958.11,384092.63,384634.99,385334.93,386224.73,386654.8,387195.3,387967.1,388938.11,389433.23,389590.41,389649.85,390135.31,390864.08,391984.1,393390.5,394853.38,396159.01,397627.36,398844.97,399386.78,399272.64,399087.73,399289.95,399516.07,399651.14,399944.77,401056.48,402855.84,405081.34,407120.54,409181.04,411023.48,412611.01,413402.97,413636.06,413494.42,413673.44,414528.26,415978.29,417645.28,419477.4,421355.24,423065.27,424795.89,426098.43,427407.16,428042.26,429134.95,430154.39,431399.9,432352.07,433290.49,434188.96,435110.57,436535.4,438571.42,440780.64,442161.04,442869.98,443166.53,443704.51,444282.39,445320.38,446850.2,448958.66,451534.21,454334,457200.75,459603.74,460801.12,461067.25,461628.19,464032.57,468669.04,474645.11,481199.35,487405.86,493044.08,498897.24,505375.74,512613.1,519882.19,526240.02,530090.25,531381.08,530676.85,530482.07,531341.4,533733.58,538184.94,544997.64,554016.68,562914.73,570212.91,574265.75,574115.8,570461.3,565329.81,561821.23,559966.42,559309.57,558601.02,558435.7,558653.85,560356.37,563101.32,566953.6,570458.57,573275.23,575066.03,576314.88,577154.32,577969.13,578535.78,580168.8
7,"Philadelphia, PA",Philadelphia,PA,39.9525839,-75.1652215,121778.73,122046.68,122232.5,122687.9,123123.08,123643.72,124181.66,124766.37,125405.64,126069.43,126685.24,127228.59,127746.37,128304.44,128914.56,129552.49,130190.5,130892.5,131710.42,132631.49,133622.56,134564.26,135517.88,136314.66,137088.87,137803.97,138624.14,139549.16,140546.65,141705.26,142974.43,144529.2,146212.5,147923.23,149430.18,150885.05,152241.74,153555.68,154774.12,156097.96,157596.65,159311.87,161215.83,163236.36,165277.6,167170.3,168922.53,170431.46,171845.77,173177.56,174614.57,176222.72,178190.52,180575.16,183336.93,186337.93,189122.17,191510.03,193501.14,195508.01,197633.9,199595.57,201428.56,203287.12,205601.53,208358.85,211368.92,214343.69,217060.95,219659.52,221978.72,224114,225795.1,227335.43,228814.55,230466.4,232176.9,233892.11,235412.87,236538.04,237176.62,237509.37,237585.56,237476.15,237204.69,237081.31,237373.82,237844.13,238552.86,239084.81,239485.37,239358.05,238896.91,238448.7,238033.42,237569.9,236785.77,236312.84,236098.99,236118.17,235649.49,234747.18,233404.12,231870.34,230115.31,228349.66,226730.94,225265.53,223907.16,222866.74,222262.47,221922.51,221449.81,220804.73,219913.16,219005.98,218039.59,217458.85,217237.36,217215.53,217312.33,217351.6,217484.75,217662.83,217958.14,218219.9,218090.28,217359.91,216031.58,214386.56,212653.33,211157.71,209980.93,209187.29,208527.45,207683.21,206506.78,205121.63,203805.54,202684.91,201585.19,200524.49,199549.84,198764.33,198021.15,197492.59,197343.44,197499.33,197565.74,197451.41,197231.05,196831.88,196534.89,196144.22,195962.6,195970.36,196280.11,196667.06,197090.81,197584.24,198270.6,198930.21,199345.83,199712.28,200057.48,200670.26,201282.46,201931.15,202548.89,202938.63,203233.68,203486.44,204086.51,204538.24,204958.46,205087.29,205149.63,204991.23,204930.52,205073.17,205431.28,205895.89,206443.39,206967.05,207586.5,208118.93,208909.33,209838.73,210858.65,211621.23,212067.29,212576.15,213330.24,214138.75,214550.48,214868.23,215310.5,216042.63,216745.78,217523.19,218281.8,219220.03,220062.83,221019.42,221725.04,222340.43,222915.84,223829.56,224848.83,225840.94,226491.55,227007.64,227612.02,228450.45,229555.42,230693.49,231800.76,232799.58,233987.25,234926.99,235583.85,235706.13,235942.04,236337.06,236973.1,237591.72,238319.62,239064.68,240006.49,241133.7,242375.43,243419.48,244097.52,244760.61,245383.82,246014.97,246499.37,247157.16,248262.32,249500.5,251058.27,252809.9,254951.87,257024.27,258265.78,258741.08,259108.84,260247.74,262658.15,266007.58,270221.12,274592.98,278677.22,282626.61,286494.68,290308.68,294069.71,297748.83,300435.95,301594.95,301088.46,300720.96,301130.38,302732.41,305955.14,310421.24,315914.93,321275.44,326047.09,329791.09,331439.62,331304,330209.37,329800.61,329950.54,330266.27,330332.82,330538.18,331567.47,333536.18,336414.28,339406.47,342307.74,344958.33,347208.86,348867.99,350228.12,351455.53,352708.05,354315.17
